title;url;release_date;points;months in top 100;average position in top 100;peak position;months in top 10;current position in top 100;months since leaving top 100
Stone Age;https://boardgamegeek.com/boardgame/34635/stone-age;2008;29.30097131179279;148;37.66216216216216;7;20;not applicable;14
Kingdomino;https://boardgamegeek.com/boardgame/204583/kingdomino;2016;28.33814034821833;90;15.422222222222222;2;38;33;not applicable
Lords of Waterdeep;https://boardgamegeek.com/boardgame/110327/lords-waterdeep;2012;26.776762550424863;118;36.855932203389834;2;26;not applicable;20
Ticket to Ride: Europe;https://boardgamegeek.com/boardgame/14996/ticket-to-ride-europe;2005;26.522977671375816;172;44.91279069767442;17;0;45;not applicable
Gloomhaven;https://boardgamegeek.com/boardgame/174430/gloomhaven;2017;25.82051245209905;84;25.964285714285715;1;36;not applicable;2
Dixit;https://boardgamegeek.com/boardgame/39856/dixit;2008;24.030976833831797;132;40.57575757575758;5;10;not applicable;4
Jaipur;https://boardgamegeek.com/boardgame/54043/jaipur;2009;23.44882880132873;154;48.35064935064935;18;0;59;not applicable
Lost Cities;https://boardgamegeek.com/boardgame/50/lost-cities;1999;23.298624935478127;172;58.366279069767444;22;0;71;not applicable
Ark Nova;https://boardgamegeek.com/boardgame/342942/ark-nova;2021;23.179551716309174;29;4.344827586206897;1;26;1;not applicable
Small World;https://boardgamegeek.com/boardgame/40692/small-world;2009;22.570562328890155;102;36.01960784313726;3;21;not applicable;46
Hanabi;https://boardgamegeek.com/boardgame/98778/hanabi;2010;22.281390535801858;113;43.6283185840708;4;16;not applicable;10
The Quacks of Quedlinburg;https://boardgamegeek.com/boardgame/244521/the-quacks-of-quedlinburg;2018;22.25569995635211;66;11.515151515151516;4;40;19;not applicable
Sagrada;https://boardgamegeek.com/boardgame/199561/sagrada;2017;21.96022945743198;85;18.71764705882353;4;18;32;not applicable
Puerto Rico;https://boardgamegeek.com/boardgame/3076/puerto-rico;2002;21.005299365368394;110;43.3;6;14;not applicable;45
Power Grid;https://boardgamegeek.com/boardgame/2651/power-grid;2004;20.357292351267546;103;39.53398058252427;6;9;not applicable;50
Sushi Go!;https://boardgamegeek.com/boardgame/133473/sushi-go;2013;20.19809638496353;117;47.99145299145299;4;5;89;not applicable
For Sale;https://boardgamegeek.com/boardgame/172/sale;1997;19.57811585372937;159;69.77987421383648;31;0;100;not applicable
Take 5;https://boardgamegeek.com/boardgame/432/take-5;1994;18.310597591651536;142;66.49295774647888;24;0;57;not applicable
Welcome To...;https://boardgamegeek.com/boardgame/233867/welcome;2018;17.921274201481005;71;20.154929577464788;5;16;40;not applicable
No Thanks!;https://boardgamegeek.com/boardgame/12942/no-thanks;2004;17.91707777652098;144;67.42361111111111;31;0;87;not applicable
Star Realms;https://boardgamegeek.com/boardgame/147020/star-realms;2014;17.816372117345967;100;47.07;5;7;not applicable;19
Everdell;https://boardgamegeek.com/boardgame/199792/everdell;2018;17.680724672595133;63;17.047619047619047;3;20;24;not applicable
Lost Ruins of Arnak;https://boardgamegeek.com/boardgame/312484/lost-ruins-of-arnak;2020;17.32189095112222;41;7.682926829268292;2;36;11;not applicable
Terra Mystica;https://boardgamegeek.com/boardgame/120677/terra-mystica;2012;17.228133592320347;93;44.60215053763441;3;6;not applicable;34
Takenoko;https://boardgamegeek.com/boardgame/70919/takenoko;2011;16.849092879283145;119;58.21008403361345;18;0;not applicable;16
Concordia;https://boardgamegeek.com/boardgame/124361/concordia;2013;16.485180417312865;118;56.8728813559322;22;0;not applicable;5
Pandemic Legacy: Season 1;https://boardgamegeek.com/boardgame/161936/pandemic-legacy-season-1;2015;16.376063136357345;64;36.609375;2;19;not applicable;39
Spirit Island;https://boardgamegeek.com/boardgame/162886/spirit-island;2017;16.247947606444814;77;24.48051948051948;12;0;23;not applicable
Cascadia;https://boardgamegeek.com/boardgame/295947/cascadia;2021;16.127217539942414;33;5.2727272727272725;2;29;5;not applicable
Viticulture Essential Edition;https://boardgamegeek.com/boardgame/183394/viticulture-essential-edition;2015;15.936447490762044;96;40.21875;19;0;56;not applicable
Roll for the Galaxy;https://boardgamegeek.com/boardgame/132531/roll-galaxy;2014;15.472495165073466;78;43.294871794871796;4;12;not applicable;33
Arkham Horror: The Card Game;https://boardgamegeek.com/boardgame/205637/arkham-horror-the-card-game;2016;15.340857023085373;90;38.82222222222222;14;0;58;not applicable
Bohnanza;https://boardgamegeek.com/boardgame/11/bohnanza;1997;14.90682343913716;97;51.134020618556704;15;0;not applicable;4
Great Western Trail;https://boardgamegeek.com/boardgame/193738/great-western-trail;2016;14.796071769547105;76;34.76315789473684;8;3;not applicable;14
Clank!: A Deck-Building Adventure;https://boardgamegeek.com/boardgame/201808/clank-a-deck-building-adventure;2016;14.787339353270061;85;42.31764705882353;8;3;not applicable;5
Five Tribes: The Djinns of Naqala;https://boardgamegeek.com/boardgame/157354/five-tribes-the-djinns-of-naqala;2014;14.68210610281633;83;49.373493975903614;4;8;not applicable;19
Just One;https://boardgamegeek.com/boardgame/254640/just-one;2018;14.588104512267526;65;26.323076923076922;4;8;28;not applicable
That's Pretty Clever!;https://boardgamegeek.com/boardgame/244522/thats-pretty-clever;2018;14.490557416148457;72;30.375;8;3;62;not applicable
Dune: Imperium;https://boardgamegeek.com/boardgame/316554/dune-imperium;2020;14.291085238980184;41;11.365853658536585;4;32;9;not applicable
Tzolk'in: The Mayan Calendar;https://boardgamegeek.com/boardgame/126163/tzolkin-the-mayan-calendar;2012;14.241251333389604;89;59.53932584269663;4;7;not applicable;36
Forbidden Island;https://boardgamegeek.com/boardgame/65244/forbidden-island;2010;14.140113307546025;87;49.264367816091955;7;1;not applicable;75
The Crew: The Quest for Planet Nine;https://boardgamegeek.com/boardgame/284083/crew-quest-planet-nine;2019;13.993056194339394;54;32.51851851851852;3;19;81;not applicable
The Resistance;https://boardgamegeek.com/boardgame/41114/resistance;2009;13.39966586907685;69;33.81159420289855;9;1;not applicable;94
Root;https://boardgamegeek.com/boardgame/237182/root;2018;13.19263227992947;69;31.565217391304348;6;1;37;not applicable
Coup;https://boardgamegeek.com/boardgame/131357/coup;2012;12.5756844964603;69;49.971014492753625;4;10;not applicable;52
Citadels;https://boardgamegeek.com/boardgame/478/citadels;2000;12.528472323303694;74;42.86486486486486;15;0;not applicable;92
Can't Stop;https://boardgamegeek.com/boardgame/41/cant-stop;1980;12.438245723221135;91;58.065934065934066;19;0;39;not applicable
Brass: Birmingham;https://boardgamegeek.com/boardgame/224517/brass-birmingham;2018;12.291702851946813;70;35.44285714285714;16;0;31;not applicable
Battlestar Galactica: The Board Game;https://boardgamegeek.com/boardgame/37111/battlestar-galactica-board-game;2008;12.044332111299568;67;39.73134328358209;13;0;not applicable;105
Cartographers;https://boardgamegeek.com/boardgame/263918/cartographers;2019;11.993414518301964;56;27.5;7;4;49;not applicable
Twilight Struggle;https://boardgamegeek.com/boardgame/12333/twilight-struggle;2005;11.923379600158698;81;53.98765432098765;18;0;not applicable;90
Marvel Champions: The Card Game;https://boardgamegeek.com/boardgame/285774/marvel-champions-card-game;2019;11.905378455023401;54;24.055555555555557;7;2;35;not applicable
Kingdom Builder;https://boardgamegeek.com/boardgame/107529/kingdom-builder;2011;11.585539051836358;69;50.78260869565217;8;2;not applicable;36
Space Base;https://boardgamegeek.com/boardgame/242302/space-base;2018;11.571010821692385;71;44.91549295774648;13;0;25;not applicable
Sushi Go Party!;https://boardgamegeek.com/boardgame/192291/sushi-go-party;2016;11.339199150250044;89;65.70786516853933;32;0;92;not applicable
Android: Netrunner;https://boardgamegeek.com/boardgame/124742/android-netrunner;2012;11.086817522398324;48;33.645833333333336;5;11;not applicable;92
Santorini;https://boardgamegeek.com/boardgame/194655/santorini;2016;10.596838137327705;63;49.80952380952381;1;2;not applicable;12
Istanbul;https://boardgamegeek.com/boardgame/148949/istanbul;2014;10.359224057103269;66;46.78787878787879;11;0;not applicable;53
Machi Koro;https://boardgamegeek.com/boardgame/143884/machi-koro;2012;9.994564961046565;41;42.5609756097561;1;10;not applicable;75
The Lord of the Rings: The Card Game;https://boardgamegeek.com/boardgame/77423/the-lord-of-the-rings-the-card-game;2011;9.691877008421448;64;55.796875;6;2;not applicable;91
Mysterium;https://boardgamegeek.com/boardgame/181304/mysterium;2015;9.439127217467833;55;47.836363636363636;5;2;not applicable;18
Point Salad;https://boardgamegeek.com/boardgame/274960/point-salad;2019;9.38138185025994;57;42.333333333333336;14;0;78;not applicable
Blood Rage;https://boardgamegeek.com/boardgame/170216/blood-rage;2015;9.243809184580591;59;53.94915254237288;13;0;not applicable;19
Alhambra;https://boardgamegeek.com/boardgame/6249/alhambra;2003;9.18398981395411;71;63.40845070422535;34;0;not applicable;36
Legendary: A Marvel Deck Building Game;https://boardgamegeek.com/boardgame/129437/legendary-a-marvel-deck-building-game;2012;9.08337500689735;64;54.71875;20;0;not applicable;60
Century: Spice Road;https://boardgamegeek.com/boardgame/209685/century-spice-road;2017;8.972248396250572;44;43.93181818181818;2;5;not applicable;20
Res Arcana;https://boardgamegeek.com/boardgame/262712/res-arcana;2019;8.884151924749482;61;56.36065573770492;6;1;93;not applicable
Architects of the West Kingdom;https://boardgamegeek.com/boardgame/236457/architects-of-the-west-kingdom;2018;8.860062536024778;54;49.51851851851852;5;3;not applicable;8
Magic: The Gathering;https://boardgamegeek.com/boardgame/463/magic-the-gathering;1993;8.737956140587093;70;67.48571428571428;34;0;not applicable;7
It's a Wonderful World;https://boardgamegeek.com/boardgame/271324/its-wonderful-world;2019;8.707266111361882;53;41.77358490566038;19;0;38;not applicable
Galaxy Trucker;https://boardgamegeek.com/boardgame/31481/galaxy-trucker;2007;8.702694331553094;63;57.63492063492063;27;0;not applicable;107
Innovation;https://boardgamegeek.com/boardgame/63888/innovation;2010;8.637500626197799;50;41.48;16;0;not applicable;116
Arkham Horror;https://boardgamegeek.com/boardgame/15987/arkham-horror;2005;8.629303387644264;49;36.53061224489796;17;0;not applicable;123
Eclipse: New Dawn for the Galaxy;https://boardgamegeek.com/boardgame/72125/eclipse-new-dawn-galaxy;2011;8.563880620734059;40;40.325;3;6;not applicable;107
Orléans;https://boardgamegeek.com/boardgame/164928/orleans;2014;8.519899016033474;65;62.93846153846154;30;0;not applicable;36
Dead of Winter: A Crossroads Game;https://boardgamegeek.com/boardgame/150376/dead-of-winter-a-crossroads-game;2014;8.449877410943136;37;31.972972972972972;4;7;not applicable;78
Tsuro;https://boardgamegeek.com/boardgame/16992/tsuro;2005;8.289334343995568;68;70.94117647058823;34;0;not applicable;72
Cosmic Encounter;https://boardgamegeek.com/boardgame/39463/cosmic-encounter;2008;8.240836817703283;68;70.55882352941177;38;0;not applicable;91
PARKS;https://boardgamegeek.com/boardgame/266524/parks;2019;8.166001200278139;54;49.333333333333336;17;0;77;not applicable
The Voyages of Marco Polo;https://boardgamegeek.com/boardgame/171623/the-voyages-of-marco-polo;2015;8.15888596560516;57;57.01754385964912;18;0;not applicable;41
The Mind;https://boardgamegeek.com/boardgame/244992/the-mind;2018;8.107289153608871;39;42.282051282051285;4;7;not applicable;4
Robinson Crusoe: Adventures on the Cursed Island;https://boardgamegeek.com/boardgame/121921/robinson-crusoe-adventures-on-the-cursed-island;2012;8.072780349102745;59;60.779661016949156;17;0;not applicable;36
Through the Ages: A Story of Civilization;https://boardgamegeek.com/boardgame/25613/through-the-ages-a-story-of-civilization;2006;8.06871400196205;51;46.90196078431372;18;0;not applicable;117
Tapestry;https://boardgamegeek.com/boardgame/286096/tapestry;2019;8.067997534662338;50;58.18;3;3;not applicable;2
Isle of Skye: From Chieftain to King;https://boardgamegeek.com/boardgame/176494/isle-skye-chieftain-king;2015;8.029550039072758;49;46.53061224489796;10;1;not applicable;52
The Isle of Cats;https://boardgamegeek.com/boardgame/281259/the-isle-of-cats;2019;7.978424886684413;51;46.68627450980392;13;0;not applicable;1
Tichu;https://boardgamegeek.com/boardgame/215/tichu;1991;7.960344229231623;50;45.72;21;0;not applicable;116
Camel Up;https://boardgamegeek.com/boardgame/153938/camel;2014;7.933114710662996;52;51.38461538461539;14;0;not applicable;64
Roll Through the Ages: The Bronze Age;https://boardgamegeek.com/boardgame/37380/roll-through-ages-bronze-age;2008;7.877331884860005;49;50.12244897959184;11;0;not applicable;122
Le Havre;https://boardgamegeek.com/boardgame/35677/le-havre;2008;7.860684791069907;49;48.53061224489796;15;0;not applicable;116
Dominion: Intrigue;https://boardgamegeek.com/boardgame/40834/dominion-intrigue;2009;7.791171924960444;43;41.02325581395349;11;0;not applicable;128
Colt Express;https://boardgamegeek.com/boardgame/158899/colt-express;2014;7.789479445610472;52;54.19230769230769;15;0;not applicable;46
Gloomhaven: Jaws of the Lion;https://boardgamegeek.com/boardgame/291457/gloomhaven-jaws-of-the-lion;2020;7.785744273883372;45;40.82222222222222;12;0;90;not applicable
Suburbia;https://boardgamegeek.com/boardgame/123260/suburbia;2012;7.756997162009455;48;47.375;12;0;not applicable;62
The Quest for El Dorado;https://boardgamegeek.com/boardgame/217372/the-quest-for-el-dorado;2017;7.701176066873641;65;72.07692307692308;42;0;42;not applicable
Star Wars: X-Wing Miniatures Game;https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game;2012;7.666398193414458;46;42.65217391304348;8;1;not applicable;94
Potion Explosion;https://boardgamegeek.com/boardgame/180974/potion-explosion;2015;7.651672370314806;60;68.03333333333333;15;0;not applicable;13
Ra;https://boardgamegeek.com/boardgame/12/ra;1999;7.595343771317876;53;55.56603773584906;20;0;64;not applicable
Eldritch Horror;https://boardgamegeek.com/boardgame/146021/eldritch-horror;2013;7.572668369401168;52;53.40384615384615;17;0;not applicable;70
Flash Point: Fire Rescue;https://boardgamegeek.com/boardgame/100901/flash-point-fire-rescue;2011;7.53621554625662;55;59.92727272727273;25;0;not applicable;93
Mansions of Madness: Second Edition;https://boardgamegeek.com/boardgame/205059/mansions-of-madness-second-edition;2016;7.536052166640641;53;59.41509433962264;11;0;not applicable;18
Coloretto;https://boardgamegeek.com/boardgame/5782/coloretto;2003;7.458636035176986;60;68.25;36;0;not applicable;46
Seasons;https://boardgamegeek.com/boardgame/108745/seasons;2012;7.27662480589213;44;51.72727272727273;4;2;not applicable;48
Castles of Mad King Ludwig;https://boardgamegeek.com/boardgame/155426/castles-of-mad-king-ludwig;2014;7.2647241234367534;39;39.87179487179487;10;1;not applicable;74
Quarriors!;https://boardgamegeek.com/boardgame/91536/quarriors;2011;7.188121113162979;30;39.36666666666667;3;7;not applicable;119
Incan Gold;https://boardgamegeek.com/boardgame/15512/incan-gold;2005;7.165576638848379;59;71.50847457627118;37;0;not applicable;40
Hive;https://boardgamegeek.com/boardgame/2655/hive;2001;7.148730033560242;55;62.54545454545455;33;0;not applicable;115
Gaia Project;https://boardgamegeek.com/boardgame/220308/gaia-project;2017;7.115752146449215;57;71.03508771929825;23;0;not applicable;11
A Feast for Odin;https://boardgamegeek.com/boardgame/177736/feast-odin;2016;7.090753487662096;58;74.89655172413794;11;0;96;not applicable
Alien Frontiers;https://boardgamegeek.com/boardgame/48726/alien-frontiers;2010;6.975870012564323;44;51.63636363636363;6;2;not applicable;108
Heat: Pedal to the Metal;https://boardgamegeek.com/boardgame/366013/heat-pedal-to-the-metal;2022;6.9712415111941555;19;13.368421052631579;2;12;6;not applicable
Elder Sign;https://boardgamegeek.com/boardgame/100423/elder-sign;2011;6.947507823126867;51;65.43137254901961;7;1;not applicable;90
Smash Up;https://boardgamegeek.com/boardgame/122522/smash-up;2012;6.943508969528547;48;53.9375;21;0;not applicable;91
San Juan;https://boardgamegeek.com/boardgame/8217/san-juan;2004;6.927775779987758;50;57.18;27;0;not applicable;116
Calico;https://boardgamegeek.com/boardgame/283155/calico;2020;6.786370824831035;44;48.68181818181818;17;0;85;not applicable
Draftosaurus;https://boardgamegeek.com/boardgame/264055/draftosaurus;2019;6.73026562291155;48;57.5625;11;0;75;not applicable
Caverna: The Cave Farmers;https://boardgamegeek.com/boardgame/102794/caverna-the-cave-farmers;2013;6.722157747506078;46;57.15217391304348;16;0;not applicable;61
Kingsburg;https://boardgamegeek.com/boardgame/27162/kingsburg;2007;6.69615279905929;51;62.411764705882355;33;0;not applicable;115
Betrayal at House on the Hill;https://boardgamegeek.com/boardgame/10547/betrayal-house-hill;2004;6.487303186218565;52;70.88461538461539;16;0;not applicable;54
Glory to Rome;https://boardgamegeek.com/boardgame/19857/glory-rome;2005;6.474294727472879;40;43.6;12;0;not applicable;126
Hey, That's My Fish!;https://boardgamegeek.com/boardgame/8203/hey-thats-my-fish;2003;6.373516239464057;52;68.86538461538461;39;0;not applicable;112
SCOUT;https://boardgamegeek.com/boardgame/291453/scout;2019;6.351604228417867;24;20.041666666666668;9;7;10;not applicable
Qwixx;https://boardgamegeek.com/boardgame/131260/qwixx;2012;6.2905097564188255;58;87.32758620689656;34;0;not applicable;20
The Resistance: Avalon;https://boardgamegeek.com/boardgame/128882/resistance-avalon;2012;6.186115349291229;45;58.75555555555555;31;0;not applicable;92
Sheriff of Nottingham;https://boardgamegeek.com/boardgame/157969/sheriff-nottingham;2014;6.053841860941;40;54.95;10;1;not applicable;73
BANG! The Dice Game;https://boardgamegeek.com/boardgame/143741/bang-dice-game;2013;6.04489146396115;46;64.84782608695652;18;0;not applicable;76
Fantasy Realms;https://boardgamegeek.com/boardgame/223040/fantasy-realms;2017;6.029674998635771;42;55.0;26;0;95;not applicable
Thunderstone;https://boardgamegeek.com/boardgame/53953/thunderstone;2009;5.961574055239858;31;35.45161290322581;10;1;not applicable;140
Mage Knight Board Game;https://boardgamegeek.com/boardgame/96848/mage-knight-board-game;2011;5.950926387163062;39;52.717948717948715;13;0;not applicable;103
Sentinels of the Multiverse;https://boardgamegeek.com/boardgame/102652/sentinels-multiverse;2011;5.812020073931256;38;49.55263157894737;17;0;not applicable;97
Imperial Settlers;https://boardgamegeek.com/boardgame/154203/imperial-settlers;2014;5.787709158446572;36;46.25;13;0;not applicable;81
Village;https://boardgamegeek.com/boardgame/104006/village;2011;5.746459333419885;39;60.282051282051285;8;2;not applicable;103
Dice Forge;https://boardgamegeek.com/boardgame/194594/dice-forge;2017;5.725153634060328;40;57.45;13;0;not applicable;36
Troyes;https://boardgamegeek.com/boardgame/73439/troyes;2010;5.578613481191821;37;56.7027027027027;10;2;not applicable;48
Keyflower;https://boardgamegeek.com/boardgame/122515/keyflower;2012;5.554391336579084;45;67.6;43;0;not applicable;91
Caylus;https://boardgamegeek.com/boardgame/18602/caylus;2005;5.528204301104441;42;61.76190476190476;29;0;not applicable;129
Zombie Dice;https://boardgamegeek.com/boardgame/62871/zombie-dice;2010;5.526631260348615;48;77.79166666666667;37;0;not applicable;107
Saint Petersburg;https://boardgamegeek.com/boardgame/9217/saint-petersburg;2004;5.519322492112067;41;58.65853658536585;34;0;not applicable;128
Memoir '44;https://boardgamegeek.com/boardgame/10630/memoir-44;2004;5.519182541997876;42;61.833333333333336;34;0;not applicable;118
Survive: Escape from Atlantis!;https://boardgamegeek.com/boardgame/2653/survive-escape-from-atlantis;1982;5.412404355860664;43;68.79069767441861;27;0;not applicable;106
Terraforming Mars: Ares Expedition;https://boardgamegeek.com/boardgame/328871/terraforming-mars-ares-expedition;2021;5.395299976008426;29;36.37931034482759;11;0;not applicable;3
Tiny Towns;https://boardgamegeek.com/boardgame/265736/tiny-towns;2019;5.3536584268983125;34;54.94117647058823;6;2;not applicable;25
One Night Ultimate Werewolf;https://boardgamegeek.com/boardgame/147949/one-night-ultimate-werewolf;2014;5.333723648595776;36;51.5;21;0;not applicable;76
Bärenpark;https://boardgamegeek.com/boardgame/219513/barenpark;2017;5.2496648404623105;41;66.48780487804878;21;0;not applicable;17
Thurn and Taxis;https://boardgamegeek.com/boardgame/21790/thurn-and-taxis;2006;5.237144211495768;40;62.45;33;0;not applicable;128
Escape: The Curse of the Temple;https://boardgamegeek.com/boardgame/113294/escape-curse-temple;2012;5.1666528325244645;30;48.8;7;3;not applicable;109
7 Wonders: Architects;https://boardgamegeek.com/boardgame/346703/7-wonders-architects;2021;5.064761676552299;30;40.13333333333333;13;0;50;not applicable
Port Royal;https://boardgamegeek.com/boardgame/156009/port-royal;2014;5.0055641147981165;44;79.04545454545455;54;0;not applicable;44
Underwater Cities;https://boardgamegeek.com/boardgame/247763/underwater-cities;2018;4.991936208718856;38;62.078947368421055;27;0;not applicable;19
Grand Austria Hotel;https://boardgamegeek.com/boardgame/182874/grand-austria-hotel;2015;4.8732927197502;42;76.4047619047619;43;0;82;not applicable
Teotihuacan: City of Gods;https://boardgamegeek.com/boardgame/229853/teotihuacan-city-of-gods;2018;4.83077928002825;32;54.6875;16;0;not applicable;31
Earth;https://boardgamegeek.com/boardgame/350184/earth;2023;4.646315870189498;14;13.642857142857142;2;5;18;not applicable
The Crew: Mission Deep Sea;https://boardgamegeek.com/boardgame/324856/the-crew-mission-deep-sea;2021;4.604235373522986;31;47.61290322580645;23;0;73;not applicable
Forbidden Desert;https://boardgamegeek.com/boardgame/136063/forbidden-desert;2013;4.5702380693656774;35;63.142857142857146;29;0;not applicable;91
Descent: Journeys in the Dark (Second Edition);https://boardgamegeek.com/boardgame/104162/descent-journeys-in-the-dark-second-edition;2012;4.563375612914846;32;56.65625;12;0;not applicable;91
Raiders of the North Sea;https://boardgamegeek.com/boardgame/170042/raiders-of-the-north-sea;2015;4.549666846909969;34;59.6764705882353;26;0;not applicable;42
Pathfinder Adventure Card Game: Rise of the Runelords – Base Set;https://boardgamegeek.com/boardgame/133038/pathfinder-adventure-card-game-rise-of-the-runelor;2013;4.541552378505803;23;44.30434782608695;5;3;not applicable;106
Star Wars: Imperial Assault;https://boardgamegeek.com/boardgame/164153/star-wars-imperial-assault;2014;4.501494314043391;30;50.4;23;0;not applicable;74
RoboRally;https://boardgamegeek.com/boardgame/18/roborally;1994;4.472305628495205;39;77.61538461538461;53;0;not applicable;128
Clans of Caledonia;https://boardgamegeek.com/boardgame/216132/clans-caledonia;2017;4.447641565100458;31;66.6774193548387;3;1;not applicable;37
Nemesis;https://boardgamegeek.com/boardgame/167355/nemesis;2018;4.421909122671064;36;69.94444444444444;37;0;not applicable;12
Saboteur;https://boardgamegeek.com/boardgame/9220/saboteur;2004;4.322662888332606;39;82.56410256410257;56;0;not applicable;120
Ascension: Deckbuilding Game;https://boardgamegeek.com/boardgame/69789/ascension-deckbuilding-game;2010;4.309724286843541;28;50.464285714285715;12;0;not applicable;134
Biblios;https://boardgamegeek.com/boardgame/34219/biblios;2007;4.28306039356286;38;80.76315789473684;45;0;not applicable;81
Hansa Teutonica;https://boardgamegeek.com/boardgame/43015/hansa-teutonica;2009;4.213077373470155;28;51.785714285714285;24;0;not applicable;139
Codenames: Duet;https://boardgamegeek.com/boardgame/224037/codenames-duet;2017;4.195144181289276;32;67.875;24;0;not applicable;28
Red7;https://boardgamegeek.com/boardgame/161417/red7;2014;4.161944312134831;32;65.34375;27;0;not applicable;48
Sea Salt & Paper;https://boardgamegeek.com/boardgame/367220/sea-salt-and-paper;2022;4.155143257638435;14;23.714285714285715;6;8;8;not applicable
Magic Maze;https://boardgamegeek.com/boardgame/209778/magic-maze;2017;4.042422449651089;24;45.125;11;0;not applicable;58
Spyfall;https://boardgamegeek.com/boardgame/166384/spyfall;2014;3.9854112174216394;22;40.81818181818182;7;2;not applicable;86
Brass: Lancashire;https://boardgamegeek.com/boardgame/28720/brass-lancashire;2007;3.958621409473643;30;66.73333333333333;11;0;not applicable;65
Dominant Species;https://boardgamegeek.com/boardgame/62219/dominant-species;2010;3.9408841842910234;27;55.7037037037037;17;0;not applicable;130
Azul: Summer Pavilion;https://boardgamegeek.com/boardgame/287954/azul-summer-pavilion;2019;3.8826119075160106;28;60.285714285714285;19;0;not applicable;26
Beyond the Sun;https://boardgamegeek.com/boardgame/317985/beyond-the-sun;2020;3.864534337401465;30;64.76666666666667;29;0;not applicable;6
Flamecraft;https://boardgamegeek.com/boardgame/336986/flamecraft;2022;3.7878329292156163;20;35.65;7;2;70;not applicable
T.I.M.E Stories;https://boardgamegeek.com/boardgame/146508/time-stories;2015;3.7743278673762215;27;57.888888888888886;25;0;not applicable;75
Cards Against Humanity;https://boardgamegeek.com/boardgame/50381/cards-against-humanity;2009;3.754523629652941;31;72.12903225806451;31;0;not applicable;100
Pandemic Legacy: Season 2;https://boardgamegeek.com/boardgame/221107/pandemic-legacy-season-2;2017;3.747467853656463;20;44.7;8;4;not applicable;58
Las Vegas;https://boardgamegeek.com/boardgame/117959/las-vegas;2012;3.7245477909284377;33;81.21212121212122;36;0;not applicable;64
Flamme Rouge;https://boardgamegeek.com/boardgame/199478/flamme-rouge;2016;3.6939011117142178;30;67.8;44;0;not applicable;50
Railroad Ink: Deep Blue Edition;https://boardgamegeek.com/boardgame/245654/railroad-ink-deep-blue-edition;2018;3.6292239567334237;29;70.65517241379311;21;0;not applicable;21
Roll Player;https://boardgamegeek.com/boardgame/169426/roll-player;2016;3.581646414110971;28;67.75;20;0;not applicable;42
Battle Line;https://boardgamegeek.com/boardgame/760/battle-line;2000;3.5707154074820644;32;81.34375;56;0;not applicable;129
Splendor Duel;https://boardgamegeek.com/boardgame/364073/splendor-duel;2022;3.5623438659576148;18;28.61111111111111;13;0;21;not applicable
