title;url;release_date;points;months in top 100;average position in top 100;peak position;months in top 10;current position in top 100;months since leaving top 100
Dungeon Lords;https://boardgamegeek.com/boardgame/45315/dungeon-lords;2009;3.5620063078735678;20;51.25;6;2;not applicable;150
Charterstone;https://boardgamegeek.com/boardgame/197376/charterstone;2017;3.5371605047641568;16;32.5;6;3;not applicable;61
Russian Railroads;https://boardgamegeek.com/boardgame/144733/russian-railroads;2013;3.5304135602739493;24;58.666666666666664;16;0;not applicable;47
Dominion: Seaside;https://boardgamegeek.com/boardgameexpansion/51811/dominion-seaside;2009;3.519647742996821;22;49.68181818181818;14;0;not applicable;150
Nidavellir;https://boardgamegeek.com/boardgame/293014/nidavellir;2020;3.473347199611708;25;61.4;14;0;not applicable;13
So Clover!;https://boardgamegeek.com/boardgame/329839/so-clover;2021;3.470719770578138;28;66.75;38;0;79;not applicable
Ingenious;https://boardgamegeek.com/boardgame/9674/ingenious;2004;3.456109110377156;27;65.33333333333333;33;0;not applicable;140
Tigris & Euphrates;https://boardgamegeek.com/boardgame/42/tigris-and-euphrates;1997;3.413182754229422;30;78.86666666666666;55;0;not applicable;140
Perudo;https://boardgamegeek.com/boardgame/45/perudo;1800;3.33209276398871;30;83.03333333333333;53;0;not applicable;124
Endeavor;https://boardgamegeek.com/boardgame/33160/endeavor;2009;3.3283555745307587;20;48.8;11;0;not applicable;151
Agricola: All Creatures Big and Small;https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small;2012;3.326965368653803;28;73.42857142857143;34;0;not applicable;107
Glen More;https://boardgamegeek.com/boardgame/66362/glen-more;2010;3.234891837436705;25;67.88;25;0;not applicable;138
Zombicide;https://boardgamegeek.com/boardgame/113924/zombicide;2012;3.1856672055233712;25;65.92;32;0;not applicable;116
Trajan;https://boardgamegeek.com/boardgame/102680/trajan;2011;3.174458494266764;25;65.72;33;0;not applicable;117
L.L.A.M.A.;https://boardgamegeek.com/boardgame/266083/llm;2019;3.1659989193191493;27;75.55555555555556;41;0;not applicable;8
Gizmos;https://boardgamegeek.com/boardgame/246192/gizmos;2018;3.1328613555182;23;60.30434782608695;32;0;not applicable;9
Through the Ages: A New Story of Civilization;https://boardgamegeek.com/boardgame/182028/through-the-ages-a-new-story-of-civilization;2015;3.0466452400540005;27;81.88888888888889;34;0;not applicable;41
Decrypto;https://boardgamegeek.com/boardgame/225694/decrypto;2018;3.0016231512133924;23;62.78260869565217;29;0;not applicable;9
Maracaibo;https://boardgamegeek.com/boardgame/276025/maracaibo;2019;2.9808200971844037;23;64.6086956521739;30;0;not applicable;29
Rise of Augustus;https://boardgamegeek.com/boardgame/137297/rise-of-augustus;2013;2.9615826795276456;22;59.90909090909091;26;0;not applicable;110
Eminent Domain;https://boardgamegeek.com/boardgame/68425/eminent-domain;2011;2.959752129550921;17;51.05882352941177;6;2;not applicable;121
Bruges;https://boardgamegeek.com/boardgame/136888/bruges;2013;2.933544806109606;21;59.714285714285715;16;0;not applicable;108
A Game of Thrones: The Board Game (Second Edition);https://boardgamegeek.com/boardgame/103343/a-game-of-thrones-the-board-game-second-edition;2011;2.907951134911979;25;75.92;52;0;not applicable;118
Sid Meier's Civilization: The Board Game;https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-the-board-game;2010;2.8921209538113146;18;48.94444444444444;9;1;not applicable;144
Dominion: Prosperity;https://boardgamegeek.com/boardgameexpansion/66690/dominion-prosperity;2010;2.889679831491167;20;59.85;16;0;not applicable;141
BANG!;https://boardgamegeek.com/boardgame/3955/bang;2002;2.8805169859108823;26;83.0;54;0;not applicable;140
Fresco;https://boardgamegeek.com/boardgame/66188/fresco;2010;2.8781055449314366;19;52.10526315789474;16;0;not applicable;150
Ghost Stories;https://boardgamegeek.com/boardgame/37046/ghost-stories;2008;2.8683497015904744;25;77.64;48;0;not applicable;126
London;https://boardgamegeek.com/boardgame/65781/london;2010;2.8609123200977162;15;42.4;5;1;not applicable;146
Paladins of the West Kingdom;https://boardgamegeek.com/boardgame/266810/paladins-of-the-west-kingdom;2019;2.8575808335587505;22;68.31818181818181;19;0;not applicable;26
Codenames: Pictures;https://boardgamegeek.com/boardgame/198773/codenames-pictures;2016;2.8435798204905653;17;49.11764705882353;10;1;not applicable;75
Tiny Epic Galaxies;https://boardgamegeek.com/boardgame/163967/tiny-epic-galaxies;2015;2.838841684709483;20;61.3;10;1;not applicable;74
Chaos in the Old World;https://boardgamegeek.com/boardgame/43111/chaos-old-world;2009;2.8249295600511637;23;71.0;32;0;not applicable;144
The Grizzled;https://boardgamegeek.com/boardgame/171668/grizzled;2015;2.787163929098479;20;55.0;31;0;not applicable;83
My City;https://boardgamegeek.com/boardgame/295486/my-city;2020;2.7777309862360275;23;72.04347826086956;37;0;not applicable;8
Project L;https://boardgamegeek.com/boardgame/260180/project-l;2020;2.750379689660961;24;77.25;58;0;94;not applicable
Akropolis;https://boardgamegeek.com/boardgame/357563/akropolis;2022;2.739254383616727;19;59.26315789473684;13;0;80;not applicable
Barrage;https://boardgamegeek.com/boardgame/251247/barrage;2019;2.714950696205836;24;81.95833333333333;36;0;not applicable;6
Crokinole;https://boardgamegeek.com/boardgame/521/crokinole;1876;2.6928727460925215;25;87.64;54;0;not applicable;124
Tokaido;https://boardgamegeek.com/boardgame/123540/tokaido;2012;2.6824815985728057;25;87.36;71;0;not applicable;47
Photosynthesis;https://boardgamegeek.com/boardgame/218603/photosynthesis;2017;2.659646695547004;17;52.411764705882355;16;0;not applicable;63
Secret Hitler;https://boardgamegeek.com/boardgame/188834/secret-hitler;2016;2.655915465706783;22;72.45454545454545;27;0;not applicable;52
Meadow;https://boardgamegeek.com/boardgame/314491/meadow;2021;2.6168529413062624;23;79.17391304347827;51;0;not applicable;3
KeyForge: Call of the Archons;https://boardgamegeek.com/boardgame/257501/keyforge-call-of-the-archons;2018;2.610993670493048;10;34.6;3;3;not applicable;56
Planet Unknown;https://boardgamegeek.com/boardgame/258779/planet-unknown;2022;2.5949565565352897;16;46.9375;11;0;53;not applicable
Harry Potter: Hogwarts Battle;https://boardgamegeek.com/boardgame/199042/harry-potter-hogwarts-battle;2016;2.5943323181385134;24;86.83333333333333;62;0;not applicable;39
Deception: Murder in Hong Kong;https://boardgamegeek.com/boardgame/156129/deception-murder-in-hong-kong;2014;2.5796128810311267;22;74.31818181818181;51;0;not applicable;64
Qwirkle;https://boardgamegeek.com/boardgame/25669/qwirkle;2006;2.5627639051561615;22;76.54545454545455;38;0;not applicable;100
Azul: Stained Glass of Sintra;https://boardgamegeek.com/boardgame/256226/azul-stained-glass-of-sintra;2018;2.542716627164882;16;49.75;14;0;not applicable;50
Quadropolis;https://boardgamegeek.com/boardgame/176396/quadropolis;2016;2.5376651274784536;15;55.53333333333333;7;1;not applicable;83
7 Wonders: Leaders;https://boardgamegeek.com/boardgameexpansion/92539/7-wonders-leaders;2011;2.533578750683055;17;56.11764705882353;9;1;not applicable;135
The 7th Continent;https://boardgamegeek.com/boardgame/180263/7th-continent;2017;2.483829001716807;13;39.07692307692308;8;1;not applicable;48
The Red Cathedral;https://boardgamegeek.com/boardgame/227224/the-red-cathedral;2020;2.4770827508473547;22;81.04545454545455;49;0;not applicable;6
Zooloretto;https://boardgamegeek.com/boardgame/27588/zooloretto;2007;2.475796216372378;22;80.5;56;0;not applicable;139
Canvas;https://boardgamegeek.com/boardgame/290236/canvas;2021;2.402844477959278;19;67.6842105263158;36;0;not applicable;7
Ora et Labora;https://boardgamegeek.com/boardgame/70149/ora-et-labora;2011;2.4001955561693746;13;46.23076923076923;9;1;not applicable;135
Tobago;https://boardgamegeek.com/boardgame/42215/tobago;2009;2.393560386103896;17;59.11764705882353;24;0;not applicable;154
Cyclades;https://boardgamegeek.com/boardgame/54998/cyclades;2009;2.368311324948818;19;69.78947368421052;28;0;not applicable;141
Mechs vs. Minions;https://boardgamegeek.com/boardgame/209010/mechs-vs-minions;2016;2.356218833952465;13;39.30769230769231;12;0;not applicable;78
Lewis & Clark: The Expedition;https://boardgamegeek.com/boardgame/140620/lewis-clark-expedition;2013;2.349470697659513;16;58.875;14;0;not applicable;107
Chronicles of Crime;https://boardgamegeek.com/boardgame/239188/chronicles-of-crime;2018;2.3371968299106944;16;53.25;24;0;not applicable;47
Obsession;https://boardgamegeek.com/boardgame/231733/obsession;2018;2.3094544287897216;17;59.588235294117645;30;0;47;not applicable
Concept;https://boardgamegeek.com/boardgame/147151/concept;2013;2.265999065696986;20;80.6;45;0;not applicable;88
Blood Bowl: Team Manager – The Card Game;https://boardgamegeek.com/boardgame/90137/blood-bowl-team-manager-card-game;2011;2.2581580041961;16;61.375;21;0;not applicable;130
Rajas of the Ganges;https://boardgamegeek.com/boardgame/220877/rajas-ganges;2017;2.254594869401342;18;67.61111111111111;38;0;not applicable;48
Disney Villainous: The Worst Takes it All;https://boardgamegeek.com/boardgame/256382/disney-villainous-worst-takes-it-all;2018;2.2529610521116186;19;74.63157894736842;35;0;not applicable;37
Ethnos;https://boardgamegeek.com/boardgame/206718/ethnos;2017;2.2353434419042437;16;60.3125;18;0;not applicable;67
El Grande;https://boardgamegeek.com/boardgame/93/el-grande;1995;2.2345113947643696;20;81.65;60;0;not applicable;132
Captain Sonar;https://boardgamegeek.com/boardgame/171131/captain-sonar;2016;2.213617496709726;16;62.5625;17;0;not applicable;77
Forest Shuffle;https://boardgamegeek.com/boardgame/391163/forest-shuffle;2023;2.2108380401118266;8;20.0;8;2;14;not applicable
Merchants & Marauders;https://boardgamegeek.com/boardgame/25292/merchants-marauders;2010;2.2011532074759823;15;57.2;18;0;not applicable;143
Great Western Trail: Second Edition;https://boardgamegeek.com/boardgame/341169/great-western-trail-second-edition;2021;2.18137454988547;19;77.21052631578948;53;0;not applicable;2
Star Wars: Rebellion;https://boardgamegeek.com/boardgame/187645/star-wars-rebellion;2016;2.1787817727538537;14;54.5;7;1;not applicable;79
Imhotep;https://boardgamegeek.com/boardgame/191862/imhotep;2016;2.161312798867844;16;59.4375;29;0;not applicable;78
Dinosaur Island;https://boardgamegeek.com/boardgame/221194/dinosaur-island;2017;2.149222385673799;16;64.875;22;0;not applicable;54
CuBirds;https://boardgamegeek.com/boardgame/245476/cubirds;2018;2.1442026663143205;19;81.57894736842105;38;0;not applicable;18
Dungeons & Dragons: Castle Ravenloft Board Game;https://boardgamegeek.com/boardgame/59946/dungeons-dragons-castle-ravenloft-board-game;2010;2.139946693682158;9;39.55555555555556;2;2;not applicable;155
Libertalia;https://boardgamegeek.com/boardgame/125618/libertalia;2012;2.1131749795968924;17;69.17647058823529;31;0;not applicable;106
Arboretum;https://boardgamegeek.com/boardgame/140934/arboretum;2015;2.1131221425246713;16;60.8125;37;0;not applicable;50
Cat in the Box: Deluxe Edition;https://boardgamegeek.com/boardgame/345972/cat-box-deluxe-edition;2022;2.0954780622542066;17;70.17647058823529;36;0;66;not applicable
Cryptid;https://boardgamegeek.com/boardgame/246784/cryptid;2018;2.094314645354967;17;69.52941176470588;41;0;not applicable;50
Next Station: London;https://boardgamegeek.com/boardgame/353545/next-station-london;2022;2.077314305314588;16;63.1875;41;0;72;not applicable
The White Castle;https://boardgamegeek.com/boardgame/371942/the-white-castle;2023;2.077241641681627;7;13.0;6;3;15;not applicable
Egizia;https://boardgamegeek.com/boardgame/58421/egizia;2009;2.060272740305261;16;70.125;24;0;not applicable;150
Mansions of Madness;https://boardgamegeek.com/boardgame/83330/mansions-of-madness;2011;2.0566667495783633;11;42.81818181818182;5;1;not applicable;147
Downforce;https://boardgamegeek.com/boardgame/215311/downforce;2017;2.04779985714979;18;79.77777777777777;45;0;not applicable;29
Frosthaven;https://boardgamegeek.com/boardgame/295770/frosthaven;2022;2.0418123444622185;15;56.46666666666667;34;0;69;not applicable
Between Two Cities;https://boardgamegeek.com/boardgame/168435/between-two-cities;2015;2.0338885682255987;12;51.416666666666664;7;2;not applicable;91
Onitama;https://boardgamegeek.com/boardgame/160477/onitama;2014;2.017621324742381;18;81.55555555555556;45;0;not applicable;31
Space Hulk: Death Angel – The Card Game;https://boardgamegeek.com/boardgame/71721/space-hulk-death-angel-card-game;2010;2.0161888095140927;13;54.07692307692308;8;1;not applicable;151
Deep Sea Adventure;https://boardgamegeek.com/boardgame/169654/deep-sea-adventure;2014;2.0055370788326536;19;90.15789473684211;76;0;not applicable;50
Nations;https://boardgamegeek.com/boardgame/126042/nations;2013;2.0051386106486984;12;43.75;13;0;not applicable;114
Rising Sun;https://boardgamegeek.com/boardgame/205896/rising-sun;2018;1.9738029291945778;8;37.875;4;2;not applicable;67
Evolution;https://boardgamegeek.com/boardgame/155703/evolution;2014;1.966731682673018;16;69.1875;39;0;not applicable;95
Targi;https://boardgamegeek.com/boardgame/118048/targi;2012;1.9440036129281273;17;78.0;60;0;not applicable;22
Discworld: Ankh-Morpork;https://boardgamegeek.com/boardgame/91312/discworld-ankh-morpork;2011;1.9341005186090172;12;50.0;9;1;not applicable;140
Navegador;https://boardgamegeek.com/boardgame/66589/navegador;2010;1.9277969083933812;13;51.23076923076923;17;0;not applicable;148
The Game;https://boardgamegeek.com/boardgame/173090/the-game;2015;1.9113791053881477;17;80.29411764705883;64;0;not applicable;68
Macao;https://boardgamegeek.com/boardgame/55670/macao;2009;1.8934898949909449;14;60.857142857142854;30;0;not applicable;156
Mice and Mystics;https://boardgamegeek.com/boardgame/124708/mice-and-mystics;2012;1.8893479760523137;16;73.8125;45;0;not applicable;121
Notre Dame;https://boardgamegeek.com/boardgame/25554/notre-dame;2007;1.8620880669775615;17;84.58823529411765;65;0;not applicable;142
Last Will;https://boardgamegeek.com/boardgame/97842/last-will;2011;1.8507786472206835;13;57.38461538461539;27;0;not applicable;137
MicroMacro: Crime City;https://boardgamegeek.com/boardgame/318977/micromacro-crime-city;2020;1.843370362511956;13;53.15384615384615;31;0;not applicable;25
The Castles of Burgundy: Special Edition;https://boardgamegeek.com/boardgame/363622/the-castles-of-burgundy-special-edition;2023;1.8264151601828806;10;35.9;10;1;36;not applicable
Last Night on Earth: The Zombie Game;https://boardgamegeek.com/boardgame/29368/last-night-earth-zombie-game;2007;1.824323486965772;15;70.53333333333333;34;0;not applicable;138
Marvel United;https://boardgamegeek.com/boardgame/298047/marvel-united;2020;1.822307932159502;14;69.21428571428571;15;0;not applicable;14
Trains;https://boardgamegeek.com/boardgame/121408/trains;2012;1.8218093628675465;12;57.166666666666664;15;0;not applicable;114
Revive;https://boardgamegeek.com/boardgame/332772/revive;2022;1.7647746150055088;14;67.0;35;0;83;not applicable
King of New York;https://boardgamegeek.com/boardgame/160499/king-of-new-york;2014;1.7413769104333885;11;54.09090909090909;15;0;not applicable;104
The Taverns of Tiefenthal;https://boardgamegeek.com/boardgame/269207/the-taverns-of-tiefenthal;2019;1.7404625480959999;14;75.0;29;0;not applicable;29
The Castles of Burgundy;https://boardgamegeek.com/boardgame/271320/the-castles-of-burgundy;2019;1.7356704139332118;16;85.5;67;0;67;not applicable
A Few Acres of Snow;https://boardgamegeek.com/boardgame/79828/few-acres-snow;2011;1.7278513137660052;10;43.8;18;0;not applicable;143
The Lord of the Rings: Journeys in Middle-Earth;https://boardgamegeek.com/boardgame/269385/the-lord-of-the-rings-journeys-in-middle-earth;2019;1.718047105137773;12;60.833333333333336;13;0;not applicable;42
Skull;https://boardgamegeek.com/boardgame/92415/skull;2011;1.703713100538406;16;89.375;61;0;not applicable;4
Alchemists;https://boardgamegeek.com/boardgame/161970/alchemists;2014;1.6923961997212644;11;49.90909090909091;22;0;not applicable;97
Pickomino;https://boardgamegeek.com/boardgame/15818/pickomino;2005;1.677049764722465;15;81.66666666666667;57;0;not applicable;143
Above and Below;https://boardgamegeek.com/boardgame/172818/above-and-below;2015;1.6767969060351973;14;72.14285714285714;52;0;not applicable;84
Welcome to the Moon;https://boardgamegeek.com/boardgame/339789/welcome-to-the-moon;2021;1.6708936109072294;15;81.8;63;0;not applicable;12
Nova Luna;https://boardgamegeek.com/boardgame/284435/nova-luna;2019;1.6640843832084808;15;84.2;39;0;not applicable;11
At the Gates of Loyang;https://boardgamegeek.com/boardgame/39683/at-the-gates-of-loyang;2009;1.6635014869328157;14;73.85714285714286;49;0;not applicable;153
Furnace;https://boardgamegeek.com/boardgame/318084/furnace;2020;1.663113285186892;12;63.583333333333336;15;0;not applicable;20
Dorfromantik: The Board Game;https://boardgamegeek.com/boardgame/370591/dorfromantik-the-board-game;2022;1.6596464745894577;12;55.5;37;0;43;not applicable
Reef;https://boardgamegeek.com/boardgame/244228/reef;2018;1.6564220993535614;10;52.1;11;0;not applicable;57
Sky Team;https://boardgamegeek.com/boardgame/373106/sky-team;2023;1.6548017409942544;7;19.0;12;0;12;not applicable
Paleo;https://boardgamegeek.com/boardgame/300531/paleo;2020;1.6535186459844813;15;83.46666666666667;63;0;not applicable;19
Star Wars: The Deckbuilding Game;https://boardgamegeek.com/boardgame/374173/star-wars-deckbuilding-game;2023;1.6531653721712758;12;63.583333333333336;17;0;not applicable;2
Pandemic: The Cure;https://boardgamegeek.com/boardgame/150658/pandemic-cure;2014;1.6324224062821149;11;51.81818181818182;24;0;not applicable;103
Turing Machine;https://boardgamegeek.com/boardgame/356123/turing-machine;2022;1.620419081840198;12;59.416666666666664;29;0;not applicable;2
Horrified;https://boardgamegeek.com/boardgame/282524/horrified;2019;1.6200615388484614;12;64.41666666666667;27;0;not applicable;6
Race for the Galaxy: The Gathering Storm;https://boardgamegeek.com/boardgameexpansion/34499/race-galaxy-gathering-storm;2008;1.5899954991144503;13;70.46153846153847;50;0;not applicable;154
Vikings;https://boardgamegeek.com/boardgame/27173/vikings;2007;1.5780112859342494;14;80.64285714285714;47;0;not applicable;156
Coimbra;https://boardgamegeek.com/boardgame/245638/coimbra;2018;1.570689384800344;9;45.44444444444444;11;0;not applicable;58
Finca;https://boardgamegeek.com/boardgame/40628/finca;2009;1.5484902620836436;13;71.61538461538461;54;0;not applicable;157
NMBR 9;https://boardgamegeek.com/boardgame/217449/nmbr-9;2017;1.5473020470833418;12;64.5;37;0;not applicable;66
Blokus;https://boardgamegeek.com/boardgame/2453/blokus;2000;1.5296303573394274;14;84.71428571428571;60;0;not applicable;148
Karuba;https://boardgamegeek.com/boardgame/183251/karuba;2015;1.5289563337662382;12;65.0;32;0;not applicable;84
Deus;https://boardgamegeek.com/boardgame/162082/deus;2014;1.5098687986965666;11;60.27272727272727;28;0;not applicable;103
Ca$h 'n Guns: Second Edition;https://boardgamegeek.com/boardgame/155362/cah-n-guns-second-edition;2014;1.506784155521194;13;76.92307692307692;54;0;not applicable;100
Viticulture;https://boardgamegeek.com/boardgame/128621/viticulture;2013;1.500460350294703;13;76.46153846153847;60;0;not applicable;95
Bora Bora;https://boardgamegeek.com/boardgame/127060/bora-bora;2013;1.4924738383138838;11;65.18181818181819;18;0;not applicable;122
Twice as Clever!;https://boardgamegeek.com/boardgame/269210/twice-as-clever;2019;1.4901659679466328;12;69.16666666666667;38;0;not applicable;43
Shadows over Camelot;https://boardgamegeek.com/boardgame/15062/shadows-over-camelot;2005;1.4846565123103856;14;89.64285714285714;69;0;not applicable;121
Carson City;https://boardgamegeek.com/boardgame/39938/carson-city;2009;1.482730921482457;12;69.33333333333333;40;0;not applicable;158
The Search for Planet X;https://boardgamegeek.com/boardgame/279537/the-search-for-planet-x;2020;1.4826450710751575;14;89.64285714285714;75;0;not applicable;14
Mystic Vale;https://boardgamegeek.com/boardgame/194607/mystic-vale;2016;1.4595231750062723;11;66.45454545454545;21;0;not applicable;71
Terror in Meeple City;https://boardgamegeek.com/boardgame/97903/terror-meeple-city;2013;1.4569856897120124;10;53.6;26;0;not applicable;116
Exploding Kittens;https://boardgamegeek.com/boardgame/172225/exploding-kittens;2015;1.4458145872123274;11;68.81818181818181;14;0;not applicable;51
Glass Road;https://boardgamegeek.com/boardgame/143693/glass-road;2013;1.4420212410991466;9;45.0;20;0;not applicable;117
Space Alert;https://boardgamegeek.com/boardgame/38453/space-alert;2008;1.4159613098980854;13;85.15384615384616;63;0;not applicable;143
Lanterns: The Harvest Festival;https://boardgamegeek.com/boardgame/160851/lanterns-harvest-festival;2015;1.4086226436811211;13;86.3076923076923;62;0;not applicable;83
Mascarade;https://boardgamegeek.com/boardgame/139030/mascarade;2013;1.4066569589776994;11;69.81818181818181;26;0;not applicable;112
Acquire;https://boardgamegeek.com/boardgame/5/acquire;1963;1.382213731175262;13;89.07692307692308;75;0;not applicable;150
Steam;https://boardgamegeek.com/boardgame/27833/steam;2009;1.376115890154932;12;77.75;53;0;not applicable;151
Hero Realms;https://boardgamegeek.com/boardgame/198994/hero-realms;2016;1.3203337097305097;12;83.66666666666667;61;0;not applicable;68
Skull King;https://boardgamegeek.com/boardgame/150145/skull-king;2013;1.2980301783979782;12;86.16666666666667;69;0;84;not applicable
Shadow Hunters;https://boardgamegeek.com/boardgame/24068/shadow-hunters;2005;1.290296316869366;12;87.25;71;0;not applicable;159
Long Shot: The Dice Game;https://boardgamegeek.com/boardgame/295374/long-shot-the-dice-game;2022;1.2761385235725353;11;78.54545454545455;41;0;not applicable;1
Carnegie;https://boardgamegeek.com/boardgame/310873/carnegie;2022;1.2750172950893488;9;57.55555555555556;26;0;not applicable;15
Power Grid: Factory Manager;https://boardgamegeek.com/boardgame/44163/power-grid-factory-manager;2009;1.2699054852224023;8;55.25;13;0;not applicable;164
Challengers!;https://boardgamegeek.com/boardgame/359970/challengers;2022;1.265581694317582;9;60.55555555555556;22;0;not applicable;2
Aeon's End;https://boardgamegeek.com/boardgame/191189/aeons-end;2016;1.2501340513855015;11;78.36363636363636;64;0;not applicable;32
Rattus;https://boardgamegeek.com/boardgame/42452/rattus;2010;1.2403021808247585;11;80.9090909090909;49;0;not applicable;149
Pandemic: On the Brink;https://boardgamegeek.com/boardgameexpansion/40849/pandemic-brink;2009;1.2321963312202937;10;69.6;40;0;not applicable;160
Guillotine;https://boardgamegeek.com/boardgame/116/guillotine;1998;1.191235978229514;11;85.81818181818181;69;0;not applicable;159
Dungeon Roll;https://boardgamegeek.com/boardgame/138788/dungeon-roll;2013;1.1880132839403128;6;45.5;7;1;not applicable;123
Airlines Europe;https://boardgamegeek.com/boardgame/90419/airlines-europe;2011;1.1678650024601773;10;77.1;37;0;not applicable;145
Welcome to the Dungeon;https://boardgamegeek.com/boardgame/150312/welcome-dungeon;2013;1.166980211541051;10;78.1;39;0;not applicable;90
Yspahan;https://boardgamegeek.com/boardgame/22345/yspahan;2006;1.1610582213812117;11;90.0909090909091;82;0;not applicable;157
Gùgōng;https://boardgamegeek.com/boardgame/250458/gugng;2018;1.1446931282513784;8;59.75;20;0;not applicable;55
Yokohama;https://boardgamegeek.com/boardgame/196340/yokohama;2016;1.1394166885587405;7;49.857142857142854;15;0;not applicable;78
Hawaii;https://boardgamegeek.com/boardgame/106217/hawaii;2011;1.1375156649088178;9;68.33333333333333;36;0;not applicable;138
Abyss;https://boardgamegeek.com/boardgame/155987/abyss;2014;1.133611087267069;9;68.77777777777777;30;0;not applicable;37
Endless Winter: Paleoamericans;https://boardgamegeek.com/boardgame/305096/endless-winter-paleoamericans;2022;1.1180065370354462;6;37.5;13;0;not applicable;13
Star Wars: The Card Game;https://boardgamegeek.com/boardgame/103886/star-wars-card-game;2012;1.108640412373151;9;69.0;49;0;not applicable;127
Ticket to Ride Legacy: Legends of the West;https://boardgamegeek.com/boardgame/390092/ticket-to-ride-legacy-legends-of-the-west;2023;1.1032138298738816;6;31.333333333333332;21;0;46;not applicable
Marvel Dice Masters: Avengers vs. X-Men;https://boardgamegeek.com/boardgame/148575/marvel-dice-masters-avengers-vs-x-men;2014;1.102906312377101;8;65.5;18;0;not applicable;113
Silver & Gold;https://boardgamegeek.com/boardgame/270673/silver-gold;2019;1.095194836238014;10;84.9;63;0;not applicable;33
Mombasa;https://boardgamegeek.com/boardgame/172386/mombasa;2015;1.0924348990860393;9;69.88888888888889;54;0;not applicable;91
Queendomino;https://boardgamegeek.com/boardgame/232043/queendomino;2017;1.0847855904346255;8;60.75;27;0;not applicable;70
Warhammer: Invasion;https://boardgamegeek.com/boardgame/47185/warhammer-invasion;2009;1.0812342813421105;10;86.1;74;0;not applicable;162
Red Rising;https://boardgamegeek.com/boardgame/329465/red-rising;2021;1.0753414397678005;8;64.625;27;0;not applicable;30
Bunny Kingdom;https://boardgamegeek.com/boardgame/184921/bunny-kingdom;2017;1.0670427083005967;10;88.6;69;0;not applicable;8
Expeditions;https://boardgamegeek.com/boardgame/379078/expeditions;2023;1.0614890026061063;7;51.857142857142854;25;0;not applicable;3
Clank!: Catacombs;https://boardgamegeek.com/boardgame/365717/clank-catacombs;2022;1.0614840846379;10;89.8;66;0;98;not applicable
Legendary Encounters: An Alien Deck Building Game;https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game;2014;1.047634053851626;9;75.55555555555556;51;0;not applicable;103
Dominion: Alchemy;https://boardgamegeek.com/boardgameexpansion/66098/dominion-alchemy;2010;1.0418480347201782;6;45.166666666666664;13;0;not applicable;162
Tajemnicze Domostwo;https://boardgamegeek.com/boardgame/113997/tajemnicze-domostwo;2013;1.0218272467967344;8;62.25;48;0;not applicable;105
Praga Caput Regni;https://boardgamegeek.com/boardgame/308765/praga-caput-regni;2020;1.018127631530378;9;79.55555555555556;57;0;not applicable;30
Race for the Galaxy: Rebel vs Imperium;https://boardgamegeek.com/boardgameexpansion/40210/race-galaxy-rebel-vs-imperium;2009;1.017595753056001;8;63.0;53;0;not applicable;164
Under Falling Skies;https://boardgamegeek.com/boardgame/306735/under-falling-skies;2020;1.015428412177479;9;81.0;48;0;not applicable;26
Faraway;https://boardgamegeek.com/boardgame/385761/faraway;2023;1.0135285923490467;7;55.142857142857146;27;0;27;not applicable
Ginkgopolis;https://boardgamegeek.com/boardgame/128271/ginkgopolis;2012;1.0051562161425223;8;69.875;39;0;not applicable;126
Viscounts of the West Kingdom;https://boardgamegeek.com/boardgame/296151/viscounts-west-kingdom;2020;0.9992421612330529;7;60.714285714285715;19;0;not applicable;34
Pandemic Legacy: Season 0;https://boardgamegeek.com/boardgame/314040/pandemic-legacy-season-0;2020;0.9858747600282676;8;67.75;51;0;not applicable;34
Apiary;https://boardgamegeek.com/boardgame/400314/apiary;2023;0.9809444725725296;6;43.666666666666664;23;0;76;not applicable
Eight-Minute Empire;https://boardgamegeek.com/boardgame/131366/eight-minute-empire;2012;0.97844477227027;9;85.33333333333333;71;0;not applicable;116
Cacao;https://boardgamegeek.com/boardgame/171499/cacao;2015;0.9742632399491524;9;86.88888888888889;61;0;not applicable;95
Dungeon Petz;https://boardgamegeek.com/boardgame/97207/dungeon-petz;2011;0.9632002224753405;7;58.142857142857146;33;0;not applicable;142
Tides of Time;https://boardgamegeek.com/boardgame/176229/tides-time;2015;0.9592779308180805;8;75.375;37;0;not applicable;96
Firefly: The Game;https://boardgamegeek.com/boardgame/138161/firefly-the-game;2013;0.9557353145349718;8;74.0;46;0;not applicable;118
Darwin's Journey;https://boardgamegeek.com/boardgame/322289/darwins-journey;2023;0.9548366569306261;7;62.0;25;0;not applicable;2
Majesty: For the Realm;https://boardgamegeek.com/boardgame/230080/majesty-for-the-realm;2017;0.9507363604570793;7;56.857142857142854;40;0;not applicable;71
Power Grid: The First Sparks;https://boardgamegeek.com/boardgame/106662/power-grid-first-sparks;2011;0.9412032125132811;6;50.0;21;0;not applicable;143
Nucleum;https://boardgamegeek.com/boardgame/396790/nucleum;2023;0.9369649340470136;7;62.57142857142857;26;0;86;not applicable
Euphoria: Build a Better Dystopia;https://boardgamegeek.com/boardgame/133848/euphoria-build-better-dystopia;2013;0.9363188513168693;6;46.666666666666664;22;0;not applicable;119
